"activitySegment__startLocation__latitudeE7","activitySegment__startLocation__longitudeE7","activitySegment__startLocation__sourceInfo__deviceTag","activitySegment__endLocation__latitudeE7","activitySegment__endLocation__longitudeE7","activitySegment__endLocation__sourceInfo__deviceTag","activitySegment__duration__startTimestamp","activitySegment__duration__endTimestamp","activitySegment__distance","activitySegment__activityType","activitySegment__confidence","activitySegment__activities__activityType","activitySegment__activities__probability","activitySegment__transitPath__transitStops__latitudeE7","activitySegment__transitPath__transitStops__longitudeE7","activitySegment__transitPath__transitStops__placeId","activitySegment__transitPath__transitStops__address","activitySegment__transitPath__transitStops__name","activitySegment__transitPath__stopTimesInfo__scheduleArrivalTimestamp","activitySegment__transitPath__name","activitySegment__transitPath__hexRgbColor","activitySegment__transitPath__linePlaceId","activitySegment__transitPath__stopTimesInfo__scheduledDepartureTimestamp","activitySegment__transitPath__stopTimesInfo__realtimeArrivalTimestamp","activitySegment__transitPath__stopTimesInfo__realtimeDepartureTimestamp","activitySegment__transitPath__source","activitySegment__transitPath__confidence","activitySegment__transitPath__distanceMeters","activitySegment__simplifiedRawPath__points__latE7","activitySegment__simplifiedRawPath__points__lngE7","activitySegment__simplifiedRawPath__points__accuracyMeters","activitySegment__simplifiedRawPath__points__timestamp","activitySegment__parkingEvent__location__latitudeE7","activitySegment__parkingEvent__location__longitudeE7","activitySegment__parkingEvent__location__accuracyMetres","activitySegment__parkingEvent__location__sourceInfo__deviceTag","activitySegment__parkingEvent__method","activitySegment__parkingEvent__locationSource","activitySegment__parkingEvent__timestamp","activitySegment__simplifiedRawPath__source","activitySegment__simplifiedRawPath__distanceMeters","activitySegment__waypointPath__waypoints__latE7","activitySegment__waypointPath__waypoints__lngE7","activitySegment__waypointPath__source","activitySegment__waypointPath__roadSegment__placeId","activitySegment__waypointPath__roadSegment__duration","activitySegment__waypointPath__distanceMeters","activitySegment__waypointPath__travelMode","activitySegment__waypointPath__confidence","placeVisit__location__latitudeE7","placeVisit__location__longitudeE7","placeVisit__location__placeId","placeVisit__location__address","placeVisit__location__semanticType","placeVisit__location__name","placeVisit__location__sourceInfo__deviceTag","placeVisit__location__locationConfidence","placeVisit__location__calibratedProbability","placeVisit__duration__startTimestamp","placeVisit__duration__endTimestamp","placeVisit__placeConfidence","placeVisit__childVisits__location__latitudeE7","placeVisit__childVisits__location__longitudeE7","placeVisit__childVisits__location__placeId","placeVisit__childVisits__location__address","placeVisit__childVisits__location__name","placeVisit__childVisits__location__sourceInfo__deviceTag","placeVisit__childVisits__location__locationConfidence","placeVisit__childVisits__location__calibratedProbability","placeVisit__childVisits__location__isCurrentLocation","placeVisit__childVisits__duration__startTimestamp","placeVisit__childVisits__duration__endTimestamp","placeVisit__childVisits__placeConfidence","placeVisit__childVisits__centerLatE7","placeVisit__childVisits__centerLngE7","placeVisit__childVisits__visitConfidence","placeVisit__childVisits__otherCandidateLocations__latitudeE7","placeVisit__childVisits__otherCandidateLocations__longitudeE7","placeVisit__childVisits__otherCandidateLocations__placeId","placeVisit__childVisits__otherCandidateLocations__address","placeVisit__childVisits__otherCandidateLocations__name","placeVisit__childVisits__otherCandidateLocations__locationConfidence","placeVisit__childVisits__otherCandidateLocations__calibratedProbability","placeVisit__childVisits__otherCandidateLocations__isCurrentLocation","placeVisit__childVisits__editConfirmationStatus","placeVisit__childVisits__locationConfidence","placeVisit__childVisits__placeVisitType","placeVisit__childVisits__placeVisitLevel","placeVisit__centerLatE7","placeVisit__centerLngE7","placeVisit__visitConfidence","placeVisit__otherCandidateLocations__latitudeE7","placeVisit__otherCandidateLocations__longitudeE7","placeVisit__otherCandidateLocations__placeId","placeVisit__otherCandidateLocations__address","placeVisit__otherCandidateLocations__semanticType","placeVisit__otherCandidateLocations__name","placeVisit__otherCandidateLocations__locationConfidence","placeVisit__otherCandidateLocations__calibratedProbability","placeVisit__editConfirmationStatus","placeVisit__simplifiedRawPath__points__latE7","placeVisit__simplifiedRawPath__points__lngE7","placeVisit__simplifiedRawPath__points__accuracyMeters","placeVisit__simplifiedRawPath__points__timestamp","placeVisit__simplifiedRawPath__source","placeVisit__simplifiedRawPath__distanceMeters","placeVisit__locationConfidence","placeVisit__placeVisitType","placeVisit__placeVisitImportance"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJ1aTMwk1d1moR5Um4MgVTmEM","8s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJzxP8xE1d1moRhOXWlSqd5DY","8s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJD57y0U1d1moRSxfwK6KJnII","7s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJme9B1k1d1moRmkOuGMS3AyA","9s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJK8rlbU5d1moRuST80mPtyFs","12s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJK8rlbU5d1moRO3uhBbzbcVU","17s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJtT_zPk5d1moRKmdUku8EUvw","6s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJ-0G5O05d1moRICdSC0fOG9E","5s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJyULoJE5d1moR8Lz063RWBBM","17s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378183900","1449525000","ChIJdedaLk5d1moRQOX0CXZWBB0","Spencer St, Docklands VIC 3008, Australia","","Southern Cross","449113335","97.30024","86.899704","2022-07-23T22:19:21.346Z","2022-07-23T23:01:46.130Z","HIGH_CONFIDENCE","-378185460","1449536374","ChIJdedaLk5d1moRQOX0CXZWBB0","Spencer St, Docklands VIC 3008, Australia","Southern Cross","449113335","27.690195","31.31405","True","2022-07-23T22:19:21.346Z","2022-07-23T22:58:33.076Z","LOW_CONFIDENCE","-378173613","1449530113","93","-378191147","1449533172","ChIJJXb-IE5d1moRLOsZXHtqx1g","Cnr Collins and, Spencer St, Docklands VIC 3008, Australia","Woolworths Metro","19.670946","22.245312","True","NOT_CONFIRMED","20","SINGLE_PLACE","1","-378173613","1449530113","93","-378163889","1449525000","ChIJHyAtFk9d1moRAqBQ86vRKPU","201 Spencer St, Docklands VIC 3008, Australia","","Spencer Outlet Centre","0.9435995","0.84273714","NOT_CONFIRMED","-378181809","1449538519","37","2022-07-23T22:19:21.346Z","INFERRED","466.0007774574239","84","SINGLE_PLACE","MAIN"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378176598","1449525766","ChIJlxf4Lk5d1moR1ndkQ1DhTVs","Spencer St, Melbourne VIC 3000, Australia","Europcar","7.484849","8.464402","True","","","","","","","","-378184813","1449538201","ChIJvXpQ3lFd1moRVLbcFigZ6Os","Docklands VIC 3008, Australia","","122-Southern Cross Railway Station/Spencer St","0.39200187","0.35010034","","-378179230","1449536716","30","2022-07-23T22:20:06.293Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378163889","1449525000","ChIJHyAtFk9d1moRAqBQ86vRKPU","201 Spencer St, Docklands VIC 3008, Australia","Spencer Outlet Centre","5.6715713","6.413818","","","","","","","","","-378150512","1449511478","ChIJafVj2Axd1moRGckBfHvqG-E","205 Spencer St, Melbourne VIC 3008, Australia","","Southern Cross Station - Coach Terminal","0.13242748","0.11827216","","-378181410","1449535716","16","2022-07-23T22:29:20.249Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378165176","1449524199","ChIJw0xsIU5d1moRwM3flIEcf50","44 Spencer St, Melbourne VIC 3000, Australia","SkyBus Coach Terminal","5.429577","6.1401534","","","","","","","","","-378169857","1449537845","ChIJqwkDTE5d1moRfXq7dDAEqFA","Melbourne VIC 3000, Australia","","Southern Cross Station - Stop 1","0.12656172","0.11303339","","-378177591","1449532854","40","2022-07-23T22:30:20.728Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378184813","1449538201","ChIJvXpQ3lFd1moRVLbcFigZ6Os","Docklands VIC 3008, Australia","122-Southern Cross Railway Station/Spencer St","5.311279","6.0063734","","","","","","","","","","","","","","","","","","-378175615","1449530091","37","2022-07-23T22:33:18.682Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378164972","1449526335","ChIJz5MvrE9d1moRMXyyU_LJ4Xk","99 Spencer St, Docklands VIC 3008, Australia","7-Eleven Southern Cross","2.6264482","2.9701753","","","","","","","","","","","","","","","","","","-378176955","1449531473","33","2022-07-23T22:34:04.512Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378191829","1449534018","ChIJM6p20FFd1moRBHDAFTZ5t2w","Docklands VIC 3008, Australia","Southern Cross Station/Collins St","2.02157","2.2861357","","","","","","","","","","","","","","","","","","-378171302","1449529099","31","2022-07-23T22:49:11.851Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378167943","1449528063","ChIJS51xIU5d1moRh4QAAC6i0Fs","14/99 Spencer St, Docklands VIC 3008, Australia","Hungry Jack's Burgers Spencer Street","1.5960435","1.80492","","","","","","","","","","","","","","","","","","-378173408","1449527532","20","2022-07-23T22:51:00.456Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378169291","1449529264","ChIJHXo0L05d1moRK0-5FVVMEwo","99 Spencer St, Melbourne VIC 3000, Australia","Travellers Aid Australia","0.59998924","0.67851067","","","","","","","","","","","","","","","","","","-378170848","1449526662","22","2022-07-23T22:53:27.309Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378174728","1449528032","22","2022-07-23T22:59:11.784Z","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378176103","1449520745","38","2022-07-23T23:01:16.287Z","","","","",""
"-378183900","1449525000","449113335","-381446467","1443551196","449113335","2022-07-23T23:01:46.130Z","2022-07-24T00:12:30.598Z","63862","IN_TRAIN","MEDIUM","IN_TRAIN","76.95890069007874","-378183900","1449525000","ChIJdedaLk5d1moRQOX0CXZWBB0","Spencer St, Docklands VIC 3008, Australia","Southern Cross","","","8F1A95","ChIJwUXlib-C1moRvBw4b5AhhQo","2022-07-23T23:10:00Z","","","INFERRED","0.9697127274570649","80606.0","-378176130","1449528332","53","2022-07-23T23:01:46.130Z","","","","","","","","INFERRED","63860.192872493484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_PASSENGER_VEHICLE","13.968095183372498","-378015977","1449016004","ChIJIdZ50pFd1moRQOD0CXZWBB0","Hopkins St &, Irving St, Footscray VIC 3011, Australia","Footscray","2022-07-23T23:18:00Z","","","","2022-07-23T23:18:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_BUS","4.561259597539902","-377881156","1448326120","ChIJmX7Sx4Fg1moRsNv0CXZWBB0","City Pl, Sunshine VIC 3020, Australia","Sunshine","2022-07-23T23:23:00Z","","","","2022-07-23T23:23:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","WALKING","2.334566041827202","-377776244","1447715555","ChIJBV6WTLqK1moRANr0CXZWBB0","Railway Parade, Deer Park VIC 3023, Australia","Deer Park","2022-07-23T23:28:00Z","","","","2022-07-23T23:28:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","STILL","0.6960577797144651","-378322075","1446950032","ChIJibvYdbWO1moR8VdShirDJek","Derrimut Rd, Tarneit VIC 3029, Australia","Tarneit","2022-07-23T23:37:00Z","","","","2022-07-23T23:37:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","FLYING","0.5233683623373508","-378727325","1446086394","ChIJpV1LObOa1moRbozYyjG0JEE","Armstrong Rd, Wyndham Vale VIC 3024, Australia","Wyndham Vale Railway Station (Manor Lakes)","2022-07-23T23:43:00Z","","","","2022-07-23T23:43:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","MOTORCYCLING","0.4236580338329077","-379628662","1444988903","ChIJW88UnyKe1moRECj1CXZWBB0","River St, Little River VIC 3211, Australia","Little River","2022-07-23T23:51:00Z","","","","2022-07-23T23:51:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_SUBWAY","0.3401075955480337","-380219703","1444146552","ChIJEUIurbcY1GoRgCH1CXZWBB0","Hicks St, Lara VIC 3212, Australia","Lara","2022-07-23T23:57:00Z","","","","2022-07-23T23:57:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","CYCLING","0.08477721130475402","-380723889","1443798903","ChIJVZ3iVdcZ1GoRMCH1CXZWBB0","School Road, Corio VIC 3214, Australia","Corio Station (Corio)","2022-07-24T00:02:00Z","","","","2022-07-24T00:02:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_FERRY","0.06258944049477577","-380983180","1443654207","ChIJJy9jUjwX1GoRYCD1CXZWBB0","Station St, North Shore VIC 3214, Australia","North Shore","2022-07-24T00:05:00Z","","","","2022-07-24T00:05:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
